連番,代表字形,別字形1,,別字形2,,別字形3,,別字形4,,別字形5,,別字形6,
1255,592B,J,,,,,,,,,,,,
1256,592C,J,,,,,,,,,,,,
1257,592D,J,,,,,,,,,,,,
1258,592E,J,,,,,,,,,,,,
1259,592F,CU,,,,,,,,,,,,
1260,5931,J,,,,,,,,,,,,
1261,5937,J,,,,,,,,,,,,
1262,5938,J,,,,,,,,,,,,
1263,593C,CU,,,,,,,,,,,,
1264,593E,J,5939,C,,,,,,,,,,
1265,5944,J,,,,,,,,,,,,
1266,5947,J,7AD2,J,,,,,,,,,,
1267,5948,J,67F0,J,,,,,,,,,,
1268,5949,J,,,,,,,,,,,,
1269,594E,J,,,,,,,,,,,,
1270,594F,J,,,,,,,,,,,,
1271,5950,J,5942,C,,,,,,,,,,
1272,5951,T,5951,J,,,,,,,,,,
1273,5954,J,,,,,,,,,,,,
1274,5955,J,,,,,,,,,,,,
1275,5957,J,,,,,,,,,,,,
1276,5958,J,5F09,J,,,,,,,,,,
1277,595A,J,595A,C,,,,,,,,,,
1278,5960,J,5960,C,,,,,,,,,,
1279,5962,J,,,,,,,,,,,,
1280,5967,J,5965,J,,,,,,,,,,
1281,5969,J,5941,C,,,,,,,,,,
1282,596A,J,593A,C,,,,,,,,,,
1283,596B,KU,,,,,,,,,,,,
1284,596C,J,5956,C,5968,J,734E,J,,,,,,
1285,596D,J,,,,,,,,,,,,
1286,596E,J,594B,C,,,,,,,,,,
1287,5973,J,,,,,,,,,,,,
1288,5974,J,,,,,,,,,,,,
1289,5976,J,,,,,,,,,,,,
1290,5978,J,,,,,,,,,,,,
1291,5979,C,,,,,,,,,,,,
1292,597D,J,,,,,,,,,,,,
1293,5981,J,,,,,,,,,,,,
1294,5982,J,,,,,,,,,,,,
1295,5983,J,,,,,,,,,,,,
1296,5984,J,,,,,,,,,,,,
1297,598A,J,59D9,J,,,,,,,,,,
1298,5993,J,,,,,,,,,,,,
1299,5996,J,,,,,,,,,,,,
1300,5997,C,,,,,,,,,,,,
1301,5999,J,7385,J,,,,,,,,,,
1302,599D,J,5986,C,5A24,J,,,,,,,,
1303,599E,C,,,,,,,,,,,,
1304,59A3,J,,,,,,,,,,,,
1305,59A4,J,,,,,,,,,,,,
1306,59A5,J,,,,,,,,,,,,
1307,59A8,J,,,,,,,,,,,,
1308,59AC,J,5992,J,5992,C,,,,,,,,
1309,59AF,J,,,,,,,,,,,,
1310,59B2,J,,,,,,,,,,,,
1311,59B9,J,,,,,,,,,,,,
1312,59BB,J,,,,,,,,,,,,
1313,59BE,J,,,,,,,,,,,,
1314,59C3,KU,,,,,,,,,,,,
1315,59C6,J,,,,,,,,,,,,
1316,59C9,J,59CA,J,,,,,,,,,,
1317,59CB,J,,,,,,,,,,,,
1318,59CD,J,59D7,C,,,,,,,,,,
1319,59D0,J,,,,,,,,,,,,
1320,59D1,J,,,,,,,,,,,,
1321,59D2,J,,,,,,,,,,,,
1322,59D3,J,,,,,,,,,,,,
1323,59D4,J,,,,,,,,,,,,
1324,59D8,C,,,,,,,,,,,,
1325,59DA,J,,,,,,,,,,,,
1326,59DC,J,,,,,,,,,,,,
1327,59DD,J,,,,,,,,,,,,
1328,59E3,J,,,,,,,,,,,,
1329,59E5,J,,,,,,,,,,,,
1330,59E6,J,59E7,J,5978,C,,,,,,,,
1331,59E8,J,,,,,,,,,,,,
1332,59EA,J,,,,,,,,,,,,
1333,59EB,J,59EC,T,,,,,,,,,,
1334,59EE,J,,,,,,,,,,,,
1335,59F6,JU,,,,,,,,,,,,
1336,59F8,K,598D,J,,,,,,,,,,
1337,59F9,CU,,,,,,,,,,,,
1338,59FB,J,5A63,J,,,,,,,,,,
1339,59FF,J,,,,,,,,,,,,
1340,5A01,J,,,,,,,,,,,,
1341,5A03,J,,,,,,,,,,,,
1342,5A09,J,,,,,,,,,,,,
1343,5A0C,C,,,,,,,,,,,,
1344,5A11,J,,,,,,,,,,,,
1345,5A13,J,,,,,,,,,,,,
1346,5A18,J,,,,,,,,,,,,
1347,5A1A,JU,,,,,,,,,,,,
1348,5A1B,T,5A2F,J,5A31,C,609E,J,,,,,,
1349,5A1C,J,,,,,,,,,,,,
1350,5A1F,J,59E2,T,,,,,,,,,,
1351,5A20,J,,,,,,,,,,,,
1352,5A23,J,,,,,,,,,,,,
1353,5A25,J,,,,,,,,,,,,
1354,5A29,T,5A29,J,,,,,,,,,,
1355,5A35,J,,,,,,,,,,,,
1356,5A36,J,,,,,,,,,,,,
1357,5A3C,J,,,,,,,,,,,,
1358,5A40,J,5A3F,T,59B8,C,,,,,,,,
1359,5A41,J,5A04,C,,,,,,,,,,
1360,5A46,J,,,,,,,,,,,,
1361,5A49,J,,,,,,,,,,,,
1362,5A4A,CU,,,,,,,,,,,,
1363,5A55,J,,,,,,,,,,,,
1364,5A5A,J,,,,,,,,,,,,
1365,5A62,J,,,,,,,,,,,,
1366,5A66,J,5987,C,,,,,,,,,,
1367,5A67,CU,,,,,,,,,,,,
1368,5A6A,J,,,,,,,,,,,,
1369,5A6C,J,,,,,,,,,,,,
1370,5A6D,J,5A05,C,,,,,,,,,,
1371,5A77,CU,,,,,,,,,,,,
1372,5A7A,J,,,,,,,,,,,,
1373,5A7F,J,805F,J,58FB,J,,,,,,,,
1374,5A92,J,,,,,,,,,,,,
1375,5A9A,J,,,,,,,,,,,,
1376,5A9B,K,5A9B,J,,,,,,,,,,
1377,5AA0,J,5AF7,C,,,,,,,,,,
1378,5AA4,KU,,,,,,,,,,,,
1379,5AA7,J,5A32,C,5AA7,C,,,,,,,,
1380,5AB2,CU,,,,,,,,,,,,
1381,5AB3,J,,,,,,,,,,,,
1382,5AB5,J,,,,,,,,,,,,
1383,5AB8,CU,,,,,,,,,,,,
1384,5ABC,J,5AAA,C,,,,,,,,,,
1385,5ABD,J,5988,C,,,,,,,,,,
1386,5ABE,J,,,,,,,,,,,,
1387,5AC1,J,,,,,,,,,,,,
1388,5AC2,J,,,,,,,,,,,,
1389,5AC4,J,,,,,,,,,,,,
1390,5AC9,J,,,,,,,,,,,,
1391,5ACB,J,,,,,,,,,,,,
1392,5ACC,K,5ACC,J,,,,,,,,,,
1393,5AD0,JU,,,,,,,,,,,,
1394,5AD6,J,,,,,,,,,,,,
1395,5AD7,J,59AA,C,,,,,,,,,,
1396,5AD8,CU,,,,,,,,,,,,
1397,5ADC,CU,,,,,,,,,,,,
1398,5AE0,J,,,,,,,,,,,,
1399,5AE1,J,,,,,,,,,,,,
1400,5AE3,J,,,,,,,,,,,,
1401,5AE6,J,,,,,,,,,,,,
1402,5AE9,J,5A86,T,5AF0,T,,,,,,,,
1403,5AEB,CU,,,,,,,,,,,,
1404,5AF5,J,59A9,C,5A2C,T,,,,,,,,
1405,5AFA,J,5AFB,J,5A34,C,,,,,,,,
1406,5B00,J,59AB,C,,,,,,,,,,
1407,5B05,KU,,,,,,,,,,,,
1408,5B08,J,5A06,C,,,,,,,,,,
1409,5B09,J,,,,,,,,,,,,
1410,5B0B,J,5A75,C,,,,,,,,,,
1411,5B0C,J,5A07,C,,,,,,,,,,
1412,5B16,J,,,,,,,,,,,,
1413,5B17,CU,,,,,,,,,,,,
1414,5B19,J,5AF1,C,,,,,,,,,,
1415,5B21,J,5AD2,C,,,,,,,,,,
1416,5B2A,J,5AD4,C,,,,,,,,,,
1417,5B2C,J,,,,,,,,,,,,
1418,5B30,J,5A74,C,,,,,,,,,,
1419,5B32,J,,,,,,,,,,,,
1420,5B34,J,5B34,C,,,,,,,,,,
1421,5B36,JU,,,,,,,,,,,,
1422,5B38,J,5A76,C,,,,,,,,,,
1423,5B3E,J,,,,,,,,,,,,
1424,5B40,J,,,,,,,,,,,,
1425,5B43,J,5B22,J,,,,,,,,,,
1426,5B45,J,,,,,,,,,,,,
1427,5B4C,J,5A08,C,,,,,,,,,,
1428,5B50,J,,,,,,,,,,,,
1429,5B51,J,,,,,,,,,,,,
1430,5B54,J,,,,,,,,,,,,
1431,5B55,J,,,,,,,,,,,,
1432,5B57,J,,,,,,,,,,,,
1433,5B58,J,,,,,,,,,,,,
1434,5B5A,J,,,,,,,,,,,,
1435,5B5B,J,,,,,,,,,,,,
1436,5B5C,J,,,,,,,,,,,,
1437,5B5D,J,,,,,,,,,,,,
1438,5B5F,J,,,,,,,,,,,,
1439,5B63,J,,,,,,,,,,,,
1440,5B64,J,,,,,,,,,,,,
1441,5B65,J,,,,,,,,,,,,
1442,5B66,J,5B78,J,6588,J,,,,,,,,
1443,5B69,J,,,,,,,,,,,,
1444,5B6B,J,5B59,C,,,,,,,,,,
1445,5B6C,CU,,,,,,,,,,,,
1446,5B70,J,,,,,,,,,,,,
1447,5B71,J,,,,,,,,,,,,
1448,5B73,J,,,,,,,,,,,,
1449,5B75,J,,,,,,,,,,,,
1450,5B7A,J,,,,,,,,,,,,
1451,5B7C,J,5B7D,T,5B7D,C,,,,,,,,
1452,5B7F,J,5B6A,C,,,,,,,,,,
1453,5B80,J,,,,,,,,,,,,
1454,5B81,J,,,,,,,,,,,,
1455,5B83,CU,,,,,,,,,,,,
1456,5B84,J,,,,,,,,,,,,
1457,5B85,J,,,,,,,,,,,,
1458,5B87,J,,,,,,,,,,,,
1459,5B88,J,,,,,,,,,,,,
1460,5B89,J,,,,,,,,,,,,
1461,5B8B,J,,,,,,,,,,,,
1462,5B8C,J,,,,,,,,,,,,
1463,5B8D,J,,,,,,,,,,,,
1464,5B8F,J,,,,,,,,,,,,
1465,5B93,J,,,,,,,,,,,,
1466,5B95,J,,,,,,,,,,,,
1467,5B97,J,,,,,,,,,,,,
1468,5B98,J,,,,,,,,,,,,
1469,5B99,J,,,,,,,,,,,,
1470,5B9A,J,,,,,,,,,,,,
1471,5B9B,J,,,,,,,,,,,,
1472,5B9C,J,5B90,J,,,,,,,,,,
1473,5BA2,J,,,,,,,,,,,,
1474,5BA3,J,,,,,,,,,,,,
1475,5BA4,J,,,,,,,,,,,,
1476,5BA5,J,,,,,,,,,,,,
1477,5BA6,J,,,,,,,,,,,,
1478,5BAE,J,5BAB,C,,,,,,,,,,
1479,5BB0,J,,,,,,,,,,,,
1480,5BB3,J,5BB3,C,,,,,,,,,,
1481,5BB4,J,,,,,,,,,,,,
1482,5BB5,K,5BB5,J,,,,,,,,,,
1483,5BB6,J,,,,,,,,,,,,
1484,5BB8,J,,,,,,,,,,,,
1485,5BB9,J,,,,,,,,,,,,
1486,5BBF,J,,,,,,,,,,,,
1487,5BC0,KU,,,,,,,,,,,,
1488,5BC2,J,,,,,,,,,,,,
1489,5BC4,J,,,,,,,,,,,,
1490,5BC5,J,,,,,,,,,,,,
1491,5BC6,J,,,,,,,,,,,,
1492,5BC7,J,,,,,,,,,,,,
1493,5BC9,JU,,,,,,,,,,,,
1494,5BCC,J,51A8,J,,,,,,,,,,
1495,5BD0,J,,,,,,,,,,,,
1496,5BD2,J,,,,,,,,,,,,
1497,5BD3,J,5EBD,J,,,,,,,,,,
1498,5BD4,J,,,,,,,,,,,,
1499,5BD7,KU,,,,,,,,,,,,
